scientific_name;GPE;GPE
Eschrichtius robustus;San Mateo;1
Eschrichtius robustus;San Onofre;1
Eschrichtius robustus;Sand Lake;1
Eschrichtius robustus;Santa Ana;1
Eschrichtius robustus;Santa Barbara Channel;1
Eschrichtius robustus;Santa Cruz Island;1
Eschrichtius robustus;Sanya;1
Eschrichtius robustus;Sausalito;1
Eschrichtius robustus;Seal Beach;1
Eschrichtius robustus;Seattle;1
Eschrichtius robustus;Sebastopol;1
Eschrichtius robustus;Seoul;1
Eschrichtius robustus;Silver Spring;1
Eschrichtius robustus;Sinaloa;1
Eschrichtius robustus;Sonoma County;1
Eschrichtius robustus;Sonora;1
Eschrichtius robustus;South Gyeongsang Province;1
Eschrichtius robustus;St. Peter’s Dome and Gray Back Peak;1
Eschrichtius robustus;Sweden;1
Eschrichtius robustus;Sydney;1
Eschrichtius robustus;Tabasco;1
Eschrichtius robustus;Torrance Beach;1
Eschrichtius robustus;U.S.-Canada;1
Eschrichtius robustus;US;1
Eschrichtius robustus;United States;1
Eschrichtius robustus;Uptown;1
Eschrichtius robustus;Vancouver Island's;1
Eschrichtius robustus;Victoria;1
Eschrichtius robustus;Vietnam;1
Eschrichtius robustus;Villahermosa;1
Eschrichtius robustus;Wash.;1
Eschrichtius robustus;Washington State;1
Eschrichtius robustus;West Hollywood;1
Eschrichtius robustus;WhaleSAFE;1
Eschrichtius robustus;Wildcat Beach;1
Eschrichtius robustus;Wyland National;1
Eschrichtius robustus;Yaquina Bay;1
Eschrichtius robustus;the City of New Orleans;1
Eubalaena australis;Australia;35
Eubalaena australis;New Zealand;27
Eubalaena australis;Logans Beach;11
Eubalaena australis;Portland;11
Eubalaena australis;Wellington;11
Eubalaena australis;Victoria;10
Eubalaena australis;Warrnambool;10
Eubalaena australis;South Australia;7
Eubalaena australis;Tasmania;6
Eubalaena australis;Argentina;5
Eubalaena australis;Boston;5
Eubalaena australis;Canada;5
Eubalaena australis;South Georgia;5
Eubalaena australis;U.S.;5
Eubalaena australis;Alaska;4
Eubalaena australis;Chile;4
Eubalaena australis;Kangaroo Island;4
Eubalaena australis;Wellington Harbour;4
Eubalaena australis;Albany;3
Eubalaena australis;Arctic Kingdom;3
Eubalaena australis;Blainville;3
Eubalaena australis;NZ;3
Eubalaena australis;New Zealand's;3
Eubalaena australis;Adelaide;2
Eubalaena australis;California;2
Eubalaena australis;Campbell Islands;2
Eubalaena australis;DELWP;2
Eubalaena australis;Denmark;2
Eubalaena australis;East Beach;2
Eubalaena australis;Goolwa Beach;2
Eubalaena australis;Greenland;2
Eubalaena australis;Kangaroo Island's;2
Eubalaena australis;Massachusetts;2
Eubalaena australis;New Brunswick;2
Eubalaena australis;New South Wales;2
Eubalaena australis;Nunavut;2
Eubalaena australis;Otago Harbour;2
Eubalaena australis;Peru;2
Eubalaena australis;Plymouth;2
Eubalaena australis;Queensland;2
Eubalaena australis;South Africa;2
Eubalaena australis;St. Lawrence;2
Eubalaena australis;America;1
Eubalaena australis;Auckland;1
Eubalaena australis;Beach;1
Eubalaena australis;Bradford;1
Eubalaena australis;Brazil;1
Eubalaena australis;Bunbury;1
Eubalaena australis;Cambridge;1
Eubalaena australis;Cape Cod;1
Eubalaena australis;Cape Infanta;1
Eubalaena australis;Cape Jervis/;1
Eubalaena australis;Cape Nelson;1
Eubalaena australis;Chiton Rocks;1
Eubalaena australis;Dump Beach;1
Eubalaena australis;FLORIDA;1
Eubalaena australis;Groch;1
Eubalaena australis;Iceland;1
Eubalaena australis;Japan;1
Eubalaena australis;KI;1
Eubalaena australis;Lancaster Sound;1
Eubalaena australis;Lawrence Rocks;1
Eubalaena australis;Logan;1
Eubalaena australis;Maine;1
Eubalaena australis;Mass.;1
Eubalaena australis;Mānoa;1
Eubalaena australis;NSW;1
Eubalaena australis;Nantucket;1
Eubalaena australis;Newfoundland;1
Eubalaena australis;North Atlantic Right;1
Eubalaena australis;North Cape;1
Eubalaena australis;North Otago;1
Eubalaena australis;Norway;1
Eubalaena australis;Otago;1
Eubalaena australis;Overberg;1
Eubalaena australis;PARIS;1
Eubalaena australis;PORTLAND;1
Eubalaena australis;Pearly Beach;1
Eubalaena australis;Perrin;1
Eubalaena australis;Perth;1
Eubalaena australis;Phoenix;1
Eubalaena australis;Port Lincoln;1
Eubalaena australis;Seattle;1
Eubalaena australis;Sleaford Bay;1
Eubalaena australis;Struis;1
Eubalaena australis;Tasmanian;1
Eubalaena australis;UK;1
Eubalaena australis;Victorian;1
Eubalaena australis;WA;1
Eubalaena australis;Waitpinga Cliffs;1
Eubalaena australis;Washington;1
Eubalaena australis;West Island;1
Eubalaena australis;Yumbah;1
Eubalaena australis;kangaroo island;1
Eubalaena australis;pshhhh;1
Eubalaena australis;south west;1
Eubalaena australis;the Auckland Islands;1
Eubalaena australis;the Magdalen Islands;1
Eubalaena australis;the New Zealand;1
Eubalaena australis;the Waitpinga Cliffs;1
Eubalaena glacialis;Canada;30
Eubalaena glacialis;U.S.;23
Eubalaena glacialis;Florida;18
Eubalaena glacialis;Georgia;18
Eubalaena glacialis;Maine;14
Eubalaena glacialis;Massachusetts;14
Eubalaena glacialis;California;10
Eubalaena glacialis;US;9
Eubalaena glacialis;Japan;7
Eubalaena glacialis;Nova Scotia;7
Eubalaena glacialis;Nantucket;6
Eubalaena glacialis;Rhode Island;6
Eubalaena glacialis;Wilcove;6
Eubalaena glacialis;New York;4
Eubalaena glacialis;Boston;3
Eubalaena glacialis;Denmark;3
Eubalaena glacialis;East Beach;3
Eubalaena glacialis;FL;3
Eubalaena glacialis;Kenya;3
Eubalaena glacialis;Maryland;3
Eubalaena glacialis;Mass.;3
Eubalaena glacialis;Md.;3
Eubalaena glacialis;Mexico;3
Eubalaena glacialis;San Francisco;3
Eubalaena glacialis;Spain;3
Eubalaena glacialis;the United States;3
Eubalaena glacialis;Australia;2
Eubalaena glacialis;British Columbia;2
Eubalaena glacialis;Cape Cod;2
Eubalaena glacialis;D.C.;2
Eubalaena glacialis;Delaware;2
Eubalaena glacialis;Fla.;2
Eubalaena glacialis;Hollywood;2
Eubalaena glacialis;Monterey;2
Eubalaena glacialis;Muizenberg;2
Eubalaena glacialis;N.Y.;2
Eubalaena glacialis;New Hampshire;2
Eubalaena glacialis;New Jersey;2
Eubalaena glacialis;New Zealand;2
Eubalaena glacialis;North Atlantic Right;2
Eubalaena glacialis;Portland;2
Eubalaena glacialis;Provincetown;2
Eubalaena glacialis;R.I.;2
Eubalaena glacialis;Tanzania;2
Eubalaena glacialis;Vancouver Island;2
Eubalaena glacialis;Victoria;2
Eubalaena glacialis;Washington;2
Eubalaena glacialis;the Greater Toronto Area;2
Eubalaena glacialis;Alaska;1
Eubalaena glacialis;Amelia Island;1
Eubalaena glacialis;Argentina;1
Eubalaena glacialis;Atlantic Beach;1
Eubalaena glacialis;Atlantic County;1
Eubalaena glacialis;B.C.;1
Eubalaena glacialis;BOSTON;1
Eubalaena glacialis;Bangor;1
Eubalaena glacialis;Barco;1
Eubalaena glacialis;Beaufort;1
Eubalaena glacialis;Bethesda;1
Eubalaena glacialis;Boston Harbor;1
Eubalaena glacialis;Brampton;1
Eubalaena glacialis;CLEARWATER;1
Eubalaena glacialis;Cape Canaveral;1
Eubalaena glacialis;Cape Town;1
Eubalaena glacialis;Carmel;1
Eubalaena glacialis;Castine;1
Eubalaena glacialis;Channel Islands;1
Eubalaena glacialis;China;1
Eubalaena glacialis;Cornell;1
Eubalaena glacialis;Crescent Beach;1
Eubalaena glacialis;Cumberland Island;1
Eubalaena glacialis;Duke;1
Eubalaena glacialis;Durham;1
Eubalaena glacialis;East Africa;1
Eubalaena glacialis;FLORIDA;1
Eubalaena glacialis;Ferdinandia Beach;1
Eubalaena glacialis;France;1
Eubalaena glacialis;Gloucester;1
Eubalaena glacialis;Groch;1
Eubalaena glacialis;Gwaii;1
Eubalaena glacialis;H.R. 1568;1
Eubalaena glacialis;Halifax;1
Eubalaena glacialis;Hanover;1
Eubalaena glacialis;Hartford;1
Eubalaena glacialis;Hokkaido;1
Eubalaena glacialis;Iceland;1
Eubalaena glacialis;Italy;1
Eubalaena glacialis;Jacksonville;1
Eubalaena glacialis;Jones Beach State Park;1
Eubalaena glacialis;Kushiro;1
Eubalaena glacialis;Long Island;1
Eubalaena glacialis;Lubec;1
Eubalaena glacialis;Madagascar;1
Eubalaena glacialis;Madrid;1
Eubalaena glacialis;Marineland;1
Eubalaena glacialis;Martinez;1
Eubalaena glacialis;Montauk;1
Eubalaena glacialis;Monterey Bay;1
Eubalaena glacialis;N.C.;1
Eubalaena glacialis;North Carolina;1
Eubalaena glacialis;North Kingstown;1
Eubalaena glacialis;Norway;1
Eubalaena glacialis;Ocean Beach;1
Eubalaena glacialis;Ocean City;1
Eubalaena glacialis;Ontario;1
Eubalaena glacialis;PORTLAND;1
Eubalaena glacialis;Philadelphia;1
Eubalaena glacialis;Philippines;1
Eubalaena glacialis;Pontevedra;1
Eubalaena glacialis;Port Jefferson;1
Eubalaena glacialis;Providence;1
Eubalaena glacialis;Russia;1
Eubalaena glacialis;San Francisco Chronicle;1
Eubalaena glacialis;Savannah;1
Eubalaena glacialis;Scituate;1
Eubalaena glacialis;SeaTow;1
Eubalaena glacialis;Seminole;1
Eubalaena glacialis;Serengeti;1
Eubalaena glacialis;Seychelles;1
Eubalaena glacialis;South Africa;1
Eubalaena glacialis;South Carolina;1
Eubalaena glacialis;St Lawrence;1
Eubalaena glacialis;St. Petersburg;1
Eubalaena glacialis;Tennessee;1
Eubalaena glacialis;Toronto;1
Eubalaena glacialis;U.S;1
Eubalaena glacialis;United States;1
Eubalaena glacialis;"Victoria

";1
Eubalaena glacialis;Washington DC;1
Eubalaena glacialis;Watsonville;1
Eubalaena glacialis;Wilmington;1
Eubalaena glacialis;Woods Hole;1
Eubalaena glacialis;the United Kingdom;1
Eubalaena japonica;Alaska;21
Eubalaena japonica;Santa Barbara;9
Eubalaena japonica;B.C.;8
Eubalaena japonica;British Columbia;8
Eubalaena japonica;India;8
Eubalaena japonica;Florida;7
Eubalaena japonica;Canada;6
Eubalaena japonica;Cordova;6
Eubalaena japonica;Kodiak;6
Eubalaena japonica;Australia;5
Eubalaena japonica;U.S.;5
Eubalaena japonica;Gwaii;4
Eubalaena japonica;Mexico;4
Eubalaena japonica;Mongabay;4
Eubalaena japonica;El Niño;3
Eubalaena japonica;Nanaimo;3
Eubalaena japonica;New York;3
Eubalaena japonica;San Diego;3
Eubalaena japonica;US;3
Eubalaena japonica;Vancouver Island;3
Eubalaena japonica;the United States;3
Eubalaena japonica;Anchorage;2
Eubalaena japonica;Arizona;2
Eubalaena japonica;Baja;2
Eubalaena japonica;Colorado;2
Eubalaena japonica;Denmark;2
Eubalaena japonica;Kodiak Island;2
Eubalaena japonica;Maine;2
Eubalaena japonica;Massachusetts;2
Eubalaena japonica;Santa Barbara Island;2
Eubalaena japonica;Santa Cruz Island;2
Eubalaena japonica;Scotland;2
Eubalaena japonica;Taiji;2
Eubalaena japonica;Vancouver;2
Eubalaena japonica;Afognak;1
Eubalaena japonica;Alabama;1
Eubalaena japonica;Amherst;1
Eubalaena japonica;Anacapa;1
Eubalaena japonica;Athabascan;1
Eubalaena japonica;Bedminster;1
Eubalaena japonica;Berlin;1
Eubalaena japonica;Brazil;1
Eubalaena japonica;California;1
Eubalaena japonica;Cape Cod;1
Eubalaena japonica;Cape Town;1
Eubalaena japonica;Chile;1
Eubalaena japonica;Chilika Lake;1
Eubalaena japonica;China;1
Eubalaena japonica;Cyprus;1
Eubalaena japonica;DAYTONA BEACH;1
Eubalaena japonica;Delhi;1
Eubalaena japonica;Dos Pueblos Ranch;1
Eubalaena japonica;Egypt;1
Eubalaena japonica;England;1
Eubalaena japonica;Fernandina;1
Eubalaena japonica;Fernandina Beach;1
Eubalaena japonica;France;1
Eubalaena japonica;Galápagos;1
Eubalaena japonica;Georgia;1
Eubalaena japonica;Goleta;1
Eubalaena japonica;Greenland;1
Eubalaena japonica;Hawaii;1
Eubalaena japonica;Indonesia;1
Eubalaena japonica;Iraq;1
Eubalaena japonica;Ireland;1
Eubalaena japonica;Italy;1
Eubalaena japonica;Japan;1
Eubalaena japonica;Juan de Fuca Strait;1
Eubalaena japonica;Kangaroo Island;1
Eubalaena japonica;Karnataka;1
Eubalaena japonica;Kerry;1
Eubalaena japonica;La Jolla;1
Eubalaena japonica;Libya;1
Eubalaena japonica;London;1
Eubalaena japonica;Long Beach’s;1
Eubalaena japonica;Los Angeles;1
Eubalaena japonica;Malta;1
Eubalaena japonica;Mass.;1
Eubalaena japonica;Moles;1
Eubalaena japonica;Muizenberg Beach;1
Eubalaena japonica;Nantucket;1
Eubalaena japonica;New Brunswick;1
Eubalaena japonica;New Jersey;1
Eubalaena japonica;New York City’s;1
Eubalaena japonica;New York’s;1
Eubalaena japonica;North Carolina;1
Eubalaena japonica;North Korea;1
Eubalaena japonica;Nova Scotia;1
Eubalaena japonica;Odisha;1
Eubalaena japonica;Pakistan;1
Eubalaena japonica;Peru;1
Eubalaena japonica;Ponte Vedra Beach;1
Eubalaena japonica;Port Renfrew;1
Eubalaena japonica;Provincetown;1
Eubalaena japonica;Queen Charlotte Islands;1
Eubalaena japonica;Rajasthan;1
Eubalaena japonica;Russia;1
Eubalaena japonica;Salt;1
Eubalaena japonica;Santa Barbara Channel;1
Eubalaena japonica;Santa Cruz;1
Eubalaena japonica;Seattle;1
Eubalaena japonica;Sichuan;1
Eubalaena japonica;South Africa;1
Eubalaena japonica;Sydney;1
Eubalaena japonica;Syria;1
Eubalaena japonica;Tenakee Springs;1
Eubalaena japonica;Thailand;1
Eubalaena japonica;UK;1
Eubalaena japonica;Ventura;1
Eubalaena japonica;Victoria;1
Eubalaena japonica;West Africa;1
Eubalaena japonica;West Indies;1
Eubalaena japonica;West Palm Beach;1
Eubalaena japonica;Wrangell;1
Eubalaena japonica;Xiangxiang;1
Eubalaena japonica;Yarmouth Port;1
Eubalaena japonica;the Northeastern United States;1
Eubalaena japonica;willets;1
Gavialis gangeticus;India;120
Gavialis gangeticus;Nepal;70
Gavialis gangeticus;Madhya Pradesh;24
Gavialis gangeticus;Uttar Pradesh;18
Gavialis gangeticus;Wight;18
Gavialis gangeticus;China;17
Gavialis gangeticus;Ganga;14
Gavialis gangeticus;Pakistan;14
Gavialis gangeticus;Bangladesh;13
Gavialis gangeticus;Morocco;13
Gavialis gangeticus;Rajasthan;13
Gavialis gangeticus;Bihar;12
Gavialis gangeticus;UK;11
Gavialis gangeticus;Odisha;10
Gavialis gangeticus;West Bengal;10
Gavialis gangeticus;Australia;9
Gavialis gangeticus;Brazil;8
Gavialis gangeticus;Bhutan;7
Gavialis gangeticus;Chitwan;7
Gavialis gangeticus;Delhi;7
Gavialis gangeticus;Lucknow;7
Gavialis gangeticus;Varanasi;7
Gavialis gangeticus;Madagascar;6
Gavialis gangeticus;Rockhampton;6
Gavialis gangeticus;Satkosia;6
Gavialis gangeticus;St. Helens;6
Gavialis gangeticus;Cambodia;5
Gavialis gangeticus;Chennai;5
Gavialis gangeticus;Hooghly;5
Gavialis gangeticus;Nepali;5
Gavialis gangeticus;Northwood;5
Gavialis gangeticus;Patna;5
Gavialis gangeticus;Sabia;5
Gavialis gangeticus;U.S.;5
Gavialis gangeticus;Casablanca;4
Gavialis gangeticus;Colombia;4
Gavialis gangeticus;Cowes West;4
Gavialis gangeticus;Florida;4
Gavialis gangeticus;Gujarat;4
Gavialis gangeticus;Haldia;4
Gavialis gangeticus;Ibrahim;4
Gavialis gangeticus;Indonesia;4
Gavialis gangeticus;Karnataka;4
Gavialis gangeticus;Nandankanan;4
Gavialis gangeticus;New York;4
Gavialis gangeticus;Newport Isle;4
Gavialis gangeticus;North Africa;4
Gavialis gangeticus;Queensland;4
Gavialis gangeticus;Rapti;4
Gavialis gangeticus;Stupendemys;4
Gavialis gangeticus;Tibet;4
Gavialis gangeticus;US;4
Gavialis gangeticus;Venezuela;4
Gavialis gangeticus;Allahabad;3
Gavialis gangeticus;Argentina;3
Gavialis gangeticus;Cadena;3
Gavialis gangeticus;Chaco;3
Gavialis gangeticus;Cowes;3
Gavialis gangeticus;Egypt;3
Gavialis gangeticus;France;3
Gavialis gangeticus;Germany;3
Gavialis gangeticus;Himalayan;3
Gavialis gangeticus;Jharkhand;3
Gavialis gangeticus;Kanpur;3
Gavialis gangeticus;Kapilvastu;3
Gavialis gangeticus;Karachi;3
Gavialis gangeticus;Kerala;3
Gavialis gangeticus;Limpiyadhura;3
Gavialis gangeticus;Mato Grosso;3
Gavialis gangeticus;Mongabay;3
Gavialis gangeticus;Morena;3
Gavialis gangeticus;Myanmar;3
Gavialis gangeticus;New Delhi;3
Gavialis gangeticus;Peru;3
Gavialis gangeticus;Sandown;3
Gavialis gangeticus;Seychelles;3
Gavialis gangeticus;South Africa;3
Gavialis gangeticus;AN7513418Undated-British-an.jpg;2
Gavialis gangeticus;Afghanistan;2
Gavialis gangeticus;Andhra Pradesh;2
Gavialis gangeticus;Bengal;2
Gavialis gangeticus;Bogota;2
Gavialis gangeticus;Britain;2
Gavialis gangeticus;Cairns;2
Gavialis gangeticus;Dholpur;2
Gavialis gangeticus;Gabon;2
Gavialis gangeticus;Gavial Creek;2
Gavialis gangeticus;Ghaghra;2
Gavialis gangeticus;Goa;2
Gavialis gangeticus;Haryana;2
Gavialis gangeticus;Hindi;2
Gavialis gangeticus;Italy;2
Gavialis gangeticus;Karauli;2
Gavialis gangeticus;Kasara;2
Gavialis gangeticus;Laos;2
Gavialis gangeticus;Latam;2
Gavialis gangeticus;Mexico;2
Gavialis gangeticus;Mongabay.co.id;2
Gavialis gangeticus;Montserrat;2
Gavialis gangeticus;Nepalgunj;2
Gavialis gangeticus;Newport Isle Of;2
Gavialis gangeticus;Orinoco;2
Gavialis gangeticus;Puducherry;2
Gavialis gangeticus;Ramganga;2
Gavialis gangeticus;Sandown Isle Of;2
Gavialis gangeticus;"Sandown North

Location";2
Gavialis gangeticus;Senegal;2
Gavialis gangeticus;Sindh;2
Gavialis gangeticus;Sudan;2
Gavialis gangeticus;Tamil;2
Gavialis gangeticus;Tamil Nadu;2
Gavialis gangeticus;Tanzania;2
Gavialis gangeticus;Thailand;2
Gavialis gangeticus;Tokyo;2
Gavialis gangeticus;Tunisia;2
Gavialis gangeticus;Ventnor Isle Of Wight;2
Gavialis gangeticus;Vietnam;2
Gavialis gangeticus;WASHINGTON;2
Gavialis gangeticus;Yamuna;2
Gavialis gangeticus;Yogyakarta;2
Gavialis gangeticus;1–10;1
Gavialis gangeticus;2 Africa;1
Gavialis gangeticus;Alnif;1
Gavialis gangeticus;Alta Floresta;1
Gavialis gangeticus;Anastasia Island;1
Gavialis gangeticus;Assam;1
Gavialis gangeticus;Aurangabad;1
Gavialis gangeticus;Babai;1
Gavialis gangeticus;Bah area;1
Gavialis gangeticus;Baluwatar;1
Gavialis gangeticus;Baly Bay;1
Gavialis gangeticus;Bangalore;1
Gavialis gangeticus;Bemetara;1
Gavialis gangeticus;Bengaluru;1
Gavialis gangeticus;Berlin;1
Gavialis gangeticus;Bhagalpur;1
Gavialis gangeticus;Bharatpur;1
Gavialis gangeticus;Bhubaneswar;1
Gavialis gangeticus;Bijnor;1
Gavialis gangeticus;Biratnagar;1
Gavialis gangeticus;Birgunj;1
Gavialis gangeticus;Borneo;1
Gavialis gangeticus;Bundelkhand;1
Gavialis gangeticus;Burma;1
Gavialis gangeticus;Byfield;1
Gavialis gangeticus;Canada;1
Gavialis gangeticus;Chandigarh;1
Gavialis gangeticus;Charmanyavati;1
Gavialis gangeticus;Chattisgarh;1
Gavialis gangeticus;Chester;1
Gavialis gangeticus;Chhattisgarh;1
Gavialis gangeticus;Chicago;1
Gavialis gangeticus;Coronavirus;1
Gavialis gangeticus;Cowes Isle;1
Gavialis gangeticus;Cowes Isle Of;1
Gavialis gangeticus;Dangamal;1
Gavialis gangeticus;Darija;1
Gavialis gangeticus;Darwin;1
Gavialis gangeticus;Dehradun;1
Gavialis gangeticus;Deori;1
Gavialis gangeticus;Dhaka;1
Gavialis gangeticus;Dhangadhi;1
Gavialis gangeticus;Dunpa;1
Gavialis gangeticus;East Kalimantan;1
Gavialis gangeticus;Elbe;1
Gavialis gangeticus;Erfoud;1
Gavialis gangeticus;Etah;1
Gavialis gangeticus;Etawah;1
Gavialis gangeticus;Ethiopia;1
Gavialis gangeticus;Eurasia;1
Gavialis gangeticus;Everglades;1
Gavialis gangeticus;Fairlee Road;1
Gavialis gangeticus;Farakka;1
Gavialis gangeticus;Fitzroy;1
Gavialis gangeticus;Fossalta di Piave;1
Gavialis gangeticus;Gangasagar;1
Gavialis gangeticus;Garhaita;1
Gavialis gangeticus;Gharials;1
Gavialis gangeticus;Greater London;1
Gavialis gangeticus;Greater Mekong;1
Gavialis gangeticus;Gurgaon;1
Gavialis gangeticus;Haridaspur;1
Gavialis gangeticus;Hawaii;1
Gavialis gangeticus;Hollywood;1
Gavialis gangeticus;Honduras;1
Gavialis gangeticus;ICU;1
Gavialis gangeticus;Iran;1
Gavialis gangeticus;Islands;1
Gavialis gangeticus;Isle of Wight;1
Gavialis gangeticus;Japan;1
Gavialis gangeticus;Kaligandaki;1
Gavialis gangeticus;Karnali;1
Gavialis gangeticus;Kathmandu;1
Gavialis gangeticus;Kazakhstan;1
Gavialis gangeticus;Kendrapara;1
Gavialis gangeticus;Khalanga;1
Gavialis gangeticus;Knoxville;1
Gavialis gangeticus;Komodo;1
Gavialis gangeticus;Kukrail;1
Gavialis gangeticus;L.A.;1
Gavialis gangeticus;LONDON;1
Gavialis gangeticus;LUCKNOW;1
Gavialis gangeticus;Lahore;1
Gavialis gangeticus;Lane Newchurch;1
Gavialis gangeticus;Leed;1
Gavialis gangeticus;Limbe;1
Gavialis gangeticus;Limpopo;1
Gavialis gangeticus;Mamallapuram;1
Gavialis gangeticus;Marrakesh;1
Gavialis gangeticus;Mathura;1
Gavialis gangeticus;Mecistops;1
Gavialis gangeticus;Mississippi;1
Gavialis gangeticus;Moscow;1
Gavialis gangeticus;Munich;1
Gavialis gangeticus;Mysuru;1
Gavialis gangeticus;Narayani river bank;1
Gavialis gangeticus;Nepal Dams;1
Gavialis gangeticus;Nepalis;1
Gavialis gangeticus;Netherlands;1
Gavialis gangeticus;New Orleans;1
Gavialis gangeticus;New Zealand;1
Gavialis gangeticus;Newport;1
Gavialis gangeticus;Noke;1
Gavialis gangeticus;Norway;1
Gavialis gangeticus;Oceania;1
Gavialis gangeticus;Okeechobee;1
Gavialis gangeticus;Papua New Guinea;1
Gavialis gangeticus;Pithoragarh;1
Gavialis gangeticus;Pune;1
Gavialis gangeticus;Punjab;1
Gavialis gangeticus;Rampur;1
Gavialis gangeticus;Rani Nagar Ghat;1
Gavialis gangeticus;Ranthambore Wildlife Sanctuary;1
Gavialis gangeticus;Reuters;1
Gavialis gangeticus;Rose Cottage Pallance;1
Gavialis gangeticus;Rupandehi;1
Gavialis gangeticus;Russia;1
Gavialis gangeticus;Sahibganj;1
Gavialis gangeticus;San Diego;1
Gavialis gangeticus;"Sandown South

Location";1
Gavialis gangeticus;Santa Cruz;1
Gavialis gangeticus;Saptakoshi;1
Gavialis gangeticus;Saudi Arabia;1
Gavialis gangeticus;Serengeti;1
Gavialis gangeticus;Seven Rapids;1
Gavialis gangeticus;Sheopur;1
Gavialis gangeticus;Siberian Rubythroat;1
Gavialis gangeticus;Singapore;1
Gavialis gangeticus;Sivalik Hills;1
Gavialis gangeticus;South Korea;1
Gavialis gangeticus;South West Nepal;1
Gavialis gangeticus;Sri Lanka;1
Gavialis gangeticus;Sri Lanka’s;1
Gavialis gangeticus;St Helens;1
Gavialis gangeticus;St. Augustine;1
Gavialis gangeticus;St. Helens Ward(s;1
Gavialis gangeticus;Sujita Dhakal;1
Gavialis gangeticus;Sumatran;1
Gavialis gangeticus;Switzerland;1
Gavialis gangeticus;Telangana;1
Gavialis gangeticus;Thames;1
Gavialis gangeticus;The Isle of Wight Council;1
Gavialis gangeticus;Tikarpada;1
Gavialis gangeticus;Turkey;1
Gavialis gangeticus;U.K.;1
Gavialis gangeticus;U.S;1
Gavialis gangeticus;United States;1
Gavialis gangeticus;Uttrakhand;1
Gavialis gangeticus;Uzbekistan;1
Gavialis gangeticus;Wellington;1
Gavialis gangeticus;West Africa;1
Gavialis gangeticus;Xingu;1
Gavialis gangeticus;Yeppoon Main Beach;1
Gavialis gangeticus;Yunnan;1
Gavialis gangeticus;http://dx;1
Gavialis gangeticus;india;1
Gavialis gangeticus;nethermost;1
Gavialis gangeticus;semul;1
Gavialis gangeticus;the Isle of Wight Council;1
Gavialis gangeticus;the United States;1
Gavialis gangeticus;the Xingu Indigenous Territory;1
Gorilla beringei;Rwanda;202
Gorilla beringei;Uganda;145
Gorilla beringei;DRC;128
Gorilla beringei;Congo;63
Gorilla beringei;the Democratic Republic of Congo;43
Gorilla beringei;Virunga;42
Gorilla beringei;Mongabay;31
Gorilla beringei;the Democratic Republic of the Congo;17
Gorilla beringei;Central Africa;13
Gorilla beringei;Indonesia;11
Gorilla beringei;Maiko;10
Gorilla beringei;Gabon;9
Gorilla beringei;US;9
Gorilla beringei;Cameroon;8
Gorilla beringei;East Africa;8
Gorilla beringei;Kivu;8
Gorilla beringei;Atlanta;7
Gorilla beringei;Cleveland;7
Gorilla beringei;DR Congo;7
Gorilla beringei;the Republic of Congo;7
Gorilla beringei;China;6
Gorilla beringei;Democratic Republic of Congo;6
Gorilla beringei;Kigali;6
Gorilla beringei;eastern Democratic Republic of Congo;6
Gorilla beringei;Innerleithen;5
Gorilla beringei;South Africa;5
Gorilla beringei;South Kivu;5
Gorilla beringei;UK;5
Gorilla beringei;East Africa’s;4
Gorilla beringei;Fauna;4
Gorilla beringei;Harambe;4
Gorilla beringei;San Diego;4
Gorilla beringei;Switzerland;4
Gorilla beringei;Tanzania;4
Gorilla beringei;Thailand;4
Gorilla beringei;U.S.;4
Gorilla beringei;Ugandan;4
Gorilla beringei;West Africa;4
Gorilla beringei;AirWing;3
Gorilla beringei;Bukavu;3
Gorilla beringei;Darby;3
Gorilla beringei;Democratic Republic of the;3
Gorilla beringei;Germany;3
Gorilla beringei;Goma;3
Gorilla beringei;Guinea;3
Gorilla beringei;Japan;3
Gorilla beringei;Kasisi;3
Gorilla beringei;Kenya;3
Gorilla beringei;Nigeria;3
Gorilla beringei;Nkuba;3
Gorilla beringei;Pongo;3
Gorilla beringei;Tshivanga;3
Gorilla beringei;Zaire;3
Gorilla beringei;east Africa;3
Gorilla beringei;equatorial Africa;3
Gorilla beringei;the Democratic Republic of the;3
Gorilla beringei;the United States;3
Gorilla beringei;AZA;2
Gorilla beringei;BURUNDI;2
Gorilla beringei;Belgium;2
Gorilla beringei;Berlin;2
Gorilla beringei;Bujumbura;2
Gorilla beringei;Eagle Village;2
Gorilla beringei;Ghana;2
Gorilla beringei;Hawaii;2
Gorilla beringei;Itombwe;2
Gorilla beringei;Kinigi;2
Gorilla beringei;Liberia;2
Gorilla beringei;London;2
Gorilla beringei;Malaysia;2
Gorilla beringei;New York;2
Gorilla beringei;North Kivu;2
Gorilla beringei;Norway;2
Gorilla beringei;Nyungwe;2
Gorilla beringei;RWANDA;2
Gorilla beringei;Safari Park;2
Gorilla beringei;Scotland;2
Gorilla beringei;Seattle;2
Gorilla beringei;Spain;2
Gorilla beringei;Sudan;2
Gorilla beringei;Tanganyika;2
Gorilla beringei;The Democratic Republic of the Congo;2
Gorilla beringei;Upemba;2
Gorilla beringei;Zoo Atlanta;2
Gorilla beringei;paniscus;2
Gorilla beringei;safaris;2
Gorilla beringei;Aketi;1
Gorilla beringei;Angola;1
Gorilla beringei;Bangkok;1
Gorilla beringei;Bebac;1
